rent_day,res_model,res_day,seasonality,lead_time_vec,discount,lead_time_vec,lead_time
2020-12-16,k3,2020-12-12,1,-4,40.0,2,-4
2020-12-16,k3,2020-12-13,1,-3,82.66666666666667,3,-3
2020-12-16,k3,2020-12-14,1,-2,68.5,6,-2
2020-12-16,k3,2020-12-15,1,-1,80.9,10,-1
2020-12-16,k3,2020-12-16,1,0,81.0,3,0
2020-12-17,k3,2020-10-18,2,-32,60.0,1,-60
2020-12-17,k3,2020-11-09,2,-29,20.0,1,-38
2020-12-17,k3,2020-11-15,2,-28,70.0,1,-32
2020-12-17,k3,2020-11-25,2,-22,70.0,1,-22
2020-12-17,k3,2020-12-04,2,-13,65.0,1,-13
2020-12-17,k3,2020-12-07,2,-10,66.5,2,-10
2020-12-17,k3,2020-12-08,2,-9,65.0,1,-9
2020-12-17,k3,2020-12-10,2,-7,80.0,1,-7
2020-12-17,k3,2020-12-11,2,-6,78.0,1,-6
2020-12-17,k3,2020-12-12,2,-5,76.0,3,-5
2020-12-17,k3,2020-12-14,2,-3,75.0,2,-3
2020-12-17,k3,2020-12-15,2,-2,65.0,5,-2
2020-12-17,k3,2020-12-16,2,-1,76.66666666666667,3,-1
2020-12-18,k3,2020-11-30,2,-18,70.0,1,-18
2020-12-18,k3,2020-12-01,2,-17,60.0,1,-17
2020-12-18,k3,2020-12-03,2,-15,63.0,1,-15
2020-12-18,k3,2020-12-05,2,-13,65.0,1,-13
2020-12-18,k3,2020-12-06,2,-12,69.0,2,-12
2020-12-18,k3,2020-12-09,2,-9,69.0,2,-9
2020-12-18,k3,2020-12-10,2,-8,65.0,1,-8
2020-12-18,k3,2020-12-11,2,-7,67.5,2,-7
2020-12-18,k3,2020-12-13,2,-5,75.0,1,-5
2020-12-18,k3,2020-12-16,2,-2,70.0,2,-2
2020-12-19,k3,2020-09-29,2,-35,70.0,1,-81
2020-12-19,k3,2020-10-07,2,-34,65.0,1,-73
2020-12-19,k3,2020-10-21,2,-32,70.0,1,-59
2020-12-19,k3,2020-11-02,2,-30,65.0,1,-47
2020-12-19,k3,2020-11-05,2,-30,68.0,1,-44
2020-12-19,k3,2020-11-11,2,-29,70.0,1,-38
2020-12-19,k3,2020-11-13,2,-29,65.0,1,-36
2020-12-19,k3,2020-11-16,2,-28,65.0,1,-33
2020-12-19,k3,2020-11-27,2,-22,65.0,1,-22
2020-12-19,k3,2020-11-30,2,-19,50.0,1,-19
2020-12-19,k3,2020-12-03,2,-16,20.0,1,-16
2020-12-19,k3,2020-12-04,2,-15,70.0,1,-15
2020-12-19,k3,2020-12-06,2,-13,65.0,1,-13
2020-12-19,k3,2020-12-08,2,-11,80.0,1,-11
2020-12-19,k3,2020-12-11,2,-8,75.0,1,-8
2020-12-20,k3,2020-11-08,2,-30,65.0,1,-42
2020-12-20,k3,2020-11-09,2,-29,68.0,1,-41
2020-12-20,k3,2020-11-10,2,-29,0.0,1,-40
