rent_day,res_model,res_day,seasonality,lead_time_vec,cnt_cum,disc_mean,lead_time
2020-12-24,soul,2020-11-16,3,-29,6,39.666666666666664,-38
2020-12-24,soul,2020-12-04,3,-20,7,36.142857142857146,-20
2020-12-25,soul,2020-10-15,3,-34,1,65.0,-71
2020-12-25,soul,2020-11-16,3,-29,2,47.5,-39
2020-12-26,soul,2020-10-18,2,-33,1,40.0,-69
2020-12-26,soul,2020-11-16,2,-29,2,52.5,-40
2020-12-26,soul,2020-11-17,2,-29,3,58.333333333333336,-39
2020-12-26,soul,2020-11-23,2,-28,4,60.0,-33
2020-12-26,soul,2020-11-24,2,-28,5,61.0,-32
2020-12-27,soul,2020-10-15,2,-34,1,68.0,-73
2020-12-27,soul,2020-11-10,2,-30,2,66.5,-47
2020-12-28,soul,2020-11-02,1,-32,1,0.0,-56
2020-12-28,soul,2020-11-05,1,-31,2,35.0,-53
2020-12-28,soul,2020-11-15,1,-30,3,46.666666666666664,-43
2020-12-28,soul,2020-11-23,1,-29,4,41.25,-35
2020-12-28,soul,2020-11-24,1,-28,5,47.0,-34
2020-12-28,soul,2020-11-29,1,-28,6,44.166666666666664,-29
2020-12-28,soul,2020-12-09,1,-19,7,42.142857142857146,-19
2020-12-29,soul,2020-10-27,1,-33,1,70.0,-63
2020-12-29,soul,2020-10-28,1,-32,2,67.5,-62
2020-12-29,soul,2020-11-03,1,-32,3,69.33333333333333,-56
2020-12-29,soul,2020-11-13,1,-30,4,69.5,-46
2020-12-29,soul,2020-12-12,1,-17,5,57.6,-17
2020-12-30,soul,2020-11-11,3,-31,1,70.0,-49
2020-12-30,soul,2020-11-19,3,-29,2,50.0,-41
2020-12-30,soul,2020-11-21,3,-29,3,43.333333333333336,-39
2020-12-30,soul,2020-12-11,3,-19,4,35.0,-19
2020-12-30,soul,2020-12-12,3,-18,5,30.0,-18
2020-12-31,soul,2020-11-08,3,-31,2,42.5,-53
2020-12-31,soul,2020-11-19,3,-30,4,35.0,-42
2020-12-31,soul,2020-12-11,3,-20,5,30.0,-20
2021-01-01,soul,2020-11-02,3,-32,1,0.0,-60
2021-01-01,soul,2020-11-16,3,-30,2,16.5,-46
2021-01-01,soul,2020-12-11,3,-21,3,16.0,-21
2021-01-03,soul,2020-12-09,3,-25,1,70.0,-25
2021-01-03,soul,2020-12-11,3,-23,2,70.0,-23
2021-01-03,soul,2020-12-15,3,-19,3,73.33333333333333,-19
2021-01-04,soul,2020-11-22,1,-30,1,70.0,-43
2021-01-04,soul,2020-12-05,1,-28,2,75.0,-30
2021-01-04,soul,2020-12-13,1,-22,3,76.66666666666667,-22
2021-01-04,soul,2020-12-15,1,-20,4,78.75,-20
2021-01-04,soul,2020-12-16,1,-19,5,79.0,-19
2021-01-05,soul,2020-12-03,1,-28,1,80.0,-33
2021-01-05,soul,2020-12-06,1,-28,2,77.5,-30
2021-01-05,soul,2020-12-09,1,-27,3,78.33333333333333,-27
2021-01-06,soul,2020-12-09,1,-28,1,80.0,-28
2021-01-07,soul,2020-11-19,2,-31,1,65.0,-49
2021-01-07,soul,2020-11-21,2,-30,2,65.0,-47
2021-01-08,soul,2020-12-12,2,-27,1,85.0,-27
2021-01-09,soul,2020-12-06,2,-28,1,80.0,-34
2021-01-10,soul,2020-11-07,2,-33,1,65.0,-64
2021-01-10,soul,2020-11-13,2,-32,2,67.5,-58
2021-01-10,soul,2020-11-17,2,-31,3,66.66666666666667,-54
2021-01-13,soul,2020-11-10,1,-33,1,75.0,-64
2021-01-13,soul,2020-11-18,1,-32,2,70.0,-56
2021-01-13,soul,2020-12-11,1,-28,3,71.66666666666667,-33
2021-01-16,soul,2020-11-15,2,-32,1,65.0,-62
2021-01-16,soul,2020-12-13,2,-28,2,75.0,-34
2021-01-16,soul,2020-12-16,2,-28,3,78.33333333333333,-31
2021-01-17,soul,2020-11-21,2,-32,1,65.0,-57
2021-01-17,soul,2020-12-06,2,-30,2,72.5,-42
2021-01-18,soul,2020-11-19,1,-32,1,65.0,-60
2021-01-18,soul,2020-11-30,1,-31,2,72.5,-49
2021-01-18,soul,2020-12-12,1,-29,3,76.66666666666667,-37
2021-01-23,soul,2020-11-24,2,-32,1,65.0,-60
2021-01-25,soul,2020-11-11,1,-34,1,70.0,-75
2021-01-25,soul,2020-12-15,1,-29,2,77.5,-41
2021-01-27,soul,2020-11-11,1,-35,1,65.0,-77
2021-01-28,soul,2020-11-12,2,-35,1,65.0,-77
2021-01-31,soul,2020-11-30,2,-32,1,75.0,-62
2021-01-31,soul,2020-12-04,2,-32,2,76.5,-58
2021-02-10,soul,2020-12-13,3,-32,1,65.0,-59
2021-02-11,soul,2020-11-17,3,-36,1,65.0,-86
2021-02-11,soul,2020-12-15,3,-32,2,65.0,-58
2021-02-19,soul,2020-11-26,2,-36,1,70.0,-85
2021-02-19,soul,2020-12-05,2,-34,2,72.5,-76
2021-02-21,soul,2020-11-24,2,-36,1,65.0,-89
2021-02-21,soul,2020-11-25,2,-36,2,65.0,-88
2021-02-26,soul,2020-12-07,2,-35,1,75.0,-81
2021-02-27,soul,2020-11-30,2,-36,1,75.0,-89
2021-02-27,soul,2020-12-12,2,-35,2,76.5,-77
